year,month,make,model,sold,source
2016,1,Smart,ED,48,https://insideevs.com
2016,2,Smart,ED,54,https://insideevs.com
2016,3,Smart,ED,70,https://insideevs.com
2016,4,Smart,ED,66,https://insideevs.com
2016,5,Smart,ED,75,https://insideevs.com
2016,6,Smart,ED,53,https://insideevs.com
2016,7,Smart,ED,62,https://insideevs.com
2016,8,Smart,ED,55,https://insideevs.com
2016,9,Smart,ED,44,https://insideevs.com
2016,10,Smart,ED,43,https://insideevs.com
2016,11,Smart,ED,47,https://insideevs.com
2016,12,Smart,ED,40,https://insideevs.com
2016,1,Chevrolet,Spark,139,https://insideevs.com
2016,2,Chevrolet,Spark,216,https://insideevs.com
2016,3,Chevrolet,Spark,252,https://insideevs.com
2016,4,Chevrolet,Spark,419,https://insideevs.com
2016,5,Chevrolet,Spark,394,https://insideevs.com
2016,6,Chevrolet,Spark,359,https://insideevs.com
2016,7,Chevrolet,Spark,333,https://insideevs.com
2016,8,Chevrolet,Spark,292,https://insideevs.com
2016,9,Chevrolet,Spark,315,https://insideevs.com
2016,10,Chevrolet,Spark,260,https://insideevs.com
2016,11,Chevrolet,Spark,39,https://insideevs.com
2016,12,Chevrolet,Spark,17,https://insideevs.com
